gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays
Female,Middle-Aged,Divorced,Higher/Sub Degree,English,White,"15,600 to 20,800",South West,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"20,800 to 28,600",South West,False,0,0
Female,Middle-Aged,Married,A Levels,English,White,"10,400 to 15,600",South West,False,0,0
Female,Young,Married,Other/Sub Degree,Other,White,"2,600 to 5,200",South West,True,20,20
Male,Old,Married,No Qualification,English,White,"10,400 to 15,600",South West,False,0,0
Female,Old,Married,No Qualification,British,White,"Under 2,600",South West,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"2,600 to 5,200",South West,False,0,0
Female,Old,Widowed,No Qualification,British,White,"10,400 to 15,600",South West,False,0,0
Male,Middle-Aged,Married,Degree,Scottish,White,"Above 36,400",South West,False,0,0
Male,Old,Single,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Male,Old,Married,No Qualification,British,White,"10,400 to 15,600",South West,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,False,0,0
Male,Young,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,True,30,10
Male,Young,Divorced,Degree,English,White,"Above 36,400",South West,False,0,0
Female,Young,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",South West,False,0,0
Female,Young,Single,Degree,British,White,"Under 2,600",South West,False,0,0
Male,Middle-Aged,Married,A Levels,British,White,"Above 36,400",South West,False,0,0
Male,Young,Married,Degree,British,White,"Above 36,400",South West,False,0,0
Male,Middle-Aged,Married,A Levels,English,White,"Above 36,400",South West,True,40,40
Female,Middle-Aged,Married,Degree,British,White,"5,200 to 10,400",South West,False,0,0
Female,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,False,0,0
Male,Young,Single,A Levels,English,White,"2,600 to 5,200",South West,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Male,Old,Married,A Levels,English,White,"28,600 to 36,400",South West,False,0,0
Female,Old,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",South West,False,0,0
Male,Young,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,True,4,1
Female,Old,Widowed,Degree,English,White,"28,600 to 36,400",South West,False,0,0
Female,Middle-Aged,Divorced,Degree,British,White,"Above 36,400",South West,False,0,0
Female,Young,Married,Degree,British,Asian,"5,200 to 10,400",South West,False,0,0
Female,Middle-Aged,Married,No Qualification,British,Black,"5,200 to 10,400",South West,False,0,0
Female,Old,Divorced,No Qualification,English,White,"2,600 to 5,200",South West,True,15,10
Female,Old,Married,No Qualification,British,White,"2,600 to 5,200",South West,False,0,0
Female,Old,Single,GCSE/O Level,English,White,"10,400 to 15,600",South West,False,0,0
Female,Old,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,False,0,0
Male,Middle-Aged,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,True,12,0
Female,Young,Married,GCSE/CSE,British,White,"10,400 to 15,600",South West,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"2,600 to 5,200",South West,False,0,0
Female,Old,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Male,Middle-Aged,Married,No Qualification,English,White,"10,400 to 15,600",South West,True,25,25
Female,Young,Single,GCSE/CSE,English,White,"2,600 to 5,200",South West,False,0,0
Male,Young,Married,A Levels,English,White,"15,600 to 20,800",South West,False,0,0
Female,Old,Married,GCSE/O Level,British,White,"5,200 to 10,400",South West,False,0,0
Male,Old,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",South West,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"5,200 to 10,400",South West,False,0,0
Female,Young,Married,A Levels,British,White,"10,400 to 15,600",South West,False,0,0
Female,Middle-Aged,Married,Degree,English,White,"2,600 to 5,200",South West,False,0,0
Female,Young,Single,GCSE/CSE,English,White,"10,400 to 15,600",South West,False,0,0
Male,Middle-Aged,Married,ONC/BTEC,English,Mixed,"Above 36,400",South West,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"2,600 to 5,200",South West,True,20,20
Male,Middle-Aged,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South West,False,0,0
Male,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,True,15,12
Female,Middle-Aged,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",South West,True,10,10
Female,Old,Divorced,No Qualification,British,White,"2,600 to 5,200",South West,False,0,0
Male,Young,Married,Other/Sub Degree,English,White,"20,800 to 28,600",South West,True,20,20
Female,Middle-Aged,Separated,GCSE/O Level,British,White,"5,200 to 10,400",South West,True,20,15
Female,Old,Married,No Qualification,English,White,"Under 2,600",South West,False,0,0
Male,Old,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",South West,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,False,0,0
Male,Young,Married,GCSE/O Level,British,White,"15,600 to 20,800",South West,True,1,5
Female,Old,Widowed,No Qualification,Irish,White,"5,200 to 10,400",South West,False,0,0
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Male,Young,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,False,0,0
Male,Middle-Aged,Married,Higher/Sub Degree,British,White,"15,600 to 20,800",South West,False,0,0
Female,Old,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,False,0,0
Female,Young,Married,No Qualification,English,White,"15,600 to 20,800",South West,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"Under 2,600",South West,False,0,0
Male,Young,Single,GCSE/CSE,English,White,"20,800 to 28,600",South West,True,20,5
Female,Middle-Aged,Married,GCSE/CSE,English,White,"2,600 to 5,200",South West,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Female,Young,Single,No Qualification,British,White,"5,200 to 10,400",South West,False,0,0
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",South West,True,25,12
Male,Young,Single,Other/Sub Degree,British,White,"Under 2,600",South West,True,10,10
Male,Middle-Aged,Married,ONC/BTEC,British,White,"28,600 to 36,400",South West,False,0,0
Male,Old,Married,No Qualification,English,White,"10,400 to 15,600",South West,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"5,200 to 10,400",South West,True,20,15
Female,Young,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",South West,False,0,0
Male,Old,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",South West,False,0,0
Female,Young,Single,Degree,British,White,"15,600 to 20,800",South West,False,0,0
Male,Middle-Aged,Divorced,Degree,English,White,"28,600 to 36,400",South West,False,0,0
Female,Young,Single,GCSE/CSE,British,White,"2,600 to 5,200",South West,True,30,20
Male,Old,Married,No Qualification,English,White,"Under 2,600",South West,False,0,0
Male,Young,Single,GCSE/O Level,British,White,"20,800 to 28,600",South West,True,10,5
Female,Middle-Aged,Separated,Degree,British,White,"Above 36,400",South West,False,0,0
Female,Young,Separated,No Qualification,English,White,"2,600 to 5,200",South West,True,20,20
Male,Young,Single,ONC/BTEC,English,White,"10,400 to 15,600",South West,True,12,12
Female,Young,Single,A Levels,British,White,"10,400 to 15,600",South West,False,0,0
Male,Young,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,True,20,30
Female,Young,Single,GCSE/O Level,English,White,"5,200 to 10,400",South West,True,20,20
Male,Young,Single,A Levels,English,White,"10,400 to 15,600",South West,False,0,0
Female,Young,Divorced,GCSE/O Level,English,White,"15,600 to 20,800",South West,True,20,20
Male,Middle-Aged,Divorced,A Levels,Irish,White,"2,600 to 5,200",South West,True,50,50
Female,Young,Married,No Qualification,English,White,"Under 2,600",South West,False,0,0
Male,Young,Single,No Qualification,English,White,"Under 2,600",South West,True,6,6
Male,Old,Married,No Qualification,British,White,"5,200 to 10,400",South West,False,0,0
Male,Young,Married,GCSE/O Level,English,Asian,"15,600 to 20,800",South West,False,0,0
Female,Old,Married,No Qualification,Welsh,White,"Under 2,600",South West,False,0,0
Female,Old,Widowed,No Qualification,English,White,"10,400 to 15,600",South West,False,0,0
Male,Young,Married,No Qualification,English,White,"10,400 to 15,600",South West,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South West,True,12,7
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,True,4,4
Female,Middle-Aged,Widowed,No Qualification,Irish,White,"2,600 to 5,200",Wales,False,0,0
Male,Middle-Aged,Married,Degree,English,White,"Above 36,400",Wales,False,0,0
Male,Middle-Aged,Separated,Degree,British,White,"Above 36,400",Wales,False,0,0
Male,Middle-Aged,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,True,20,20
Male,Old,Divorced,Degree,Welsh,White,"15,600 to 20,800",Wales,False,0,0
Male,Old,Widowed,Degree,Welsh,White,"5,200 to 10,400",Wales,False,0,0
Male,Young,Married,No Qualification,British,Asian,"5,200 to 10,400",Wales,False,0,0
Male,Old,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,False,0,0
Female,Old,Widowed,No Qualification,Welsh,White,"Under 2,600",Wales,False,0,0
Male,Young,Single,Degree,Welsh,White,"20,800 to 28,600",Wales,False,0,0
Male,Young,Married,Degree,British,White,"10,400 to 15,600",Wales,False,0,0
Female,Middle-Aged,Single,Degree,Other,White,"28,600 to 36,400",Wales,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,True,20,20
Male,Middle-Aged,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,False,0,0
Female,Old,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",Wales,False,0,0
Female,Old,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,False,0,0
Female,Old,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,True,10,10
Male,Old,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,False,0,0
Female,Young,Married,A Levels,British,White,"2,600 to 5,200",Wales,True,5,2
Female,Young,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Wales,True,30,30
Male,Young,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,True,20,20
Male,Middle-Aged,Married,No Qualification,English,White,"10,400 to 15,600",Wales,False,0,0
Male,Old,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,False,0,0
Male,Young,Married,Higher/Sub Degree,Welsh,White,"28,600 to 36,400",Wales,False,0,0
Male,Old,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,False,0,0
Male,Young,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,False,0,0
Male,Old,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,True,15,15
Male,Old,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,False,0,0
Male,Young,Single,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,False,0,0
Female,Young,Married,ONC/BTEC,British,Asian,"5,200 to 10,400",Wales,False,0,0
Male,Middle-Aged,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,False,0,0
Female,Young,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,False,0,0
Female,Old,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,False,0,0
Female,Young,Married,GCSE/O Level,British,White,"Under 2,600",Wales,False,0,0
Male,Young,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,False,0,0
Female,Young,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,True,0,1
Female,Young,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,False,0,0
Female,Old,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,False,0,0
Female,Old,Married,No Qualification,English,White,"2,600 to 5,200",Wales,False,0,0
Female,Young,Single,GCSE/O Level,Welsh,White,"2,600 to 5,200",Wales,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,English,White,"5,200 to 10,400",Wales,False,0,0
Male,Middle-Aged,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,False,0,0
Female,Middle-Aged,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,True,25,25
Female,Middle-Aged,Married,Other/Sub Degree,British,White,"10,400 to 15,600",Wales,False,0,0
Male,Young,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"20,800 to 28,600",Wales,False,0,0
Male,Young,Single,GCSE/O Level,Welsh,White,"Under 2,600",Wales,False,0,0
Male,Old,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"2,600 to 5,200",Wales,True,10,10
Male,Young,Married,Degree,Welsh,White,"20,800 to 28,600",Wales,False,0,0
Female,Middle-Aged,Single,No Qualification,British,White,"Above 36,400",Wales,False,0,0
Female,Old,Widowed,Other/Sub Degree,British,White,"20,800 to 28,600",Wales,False,0,0
Male,Young,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,True,40,40
Male,Old,Married,No Qualification,English,White,"20,800 to 28,600",Wales,False,0,0
Male,Old,Single,No Qualification,British,White,"5,200 to 10,400",Wales,False,0,0
Male,Young,Single,GCSE/CSE,Welsh,White,"10,400 to 15,600",Wales,False,0,0
Female,Young,Divorced,GCSE/CSE,British,White,"5,200 to 10,400",Wales,True,20,20
Female,Middle-Aged,Divorced,ONC/BTEC,English,White,"5,200 to 10,400",Wales,False,0,0
Female,Young,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,True,20,10
Female,Young,Single,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,True,5,5
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Wales,False,0,0
Female,Young,Single,GCSE/CSE,Welsh,White,"2,600 to 5,200",Wales,True,15,15
Male,Young,Single,Higher/Sub Degree,Welsh,White,"20,800 to 28,600",Wales,False,0,0
Male,Old,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",Wales,False,0,0
Female,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",Wales,False,0,0
Male,Middle-Aged,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,True,20,12
Male,Young,Single,Degree,British,White,"15,600 to 20,800",Wales,False,0,0
Female,Middle-Aged,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Wales,False,0,0
Female,Old,Widowed,No Qualification,British,White,"10,400 to 15,600",Wales,False,0,0
Male,Middle-Aged,Married,No Qualification,English,White,"20,800 to 28,600",Wales,True,20,20
Female,Middle-Aged,Married,No Qualification,Welsh,White,"Under 2,600",Wales,False,0,0
Male,Young,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,True,10,10
Female,Middle-Aged,Single,Degree,Scottish,White,"28,600 to 36,400",Scotland,True,5,5
Female,Young,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,True,5,5
Female,Middle-Aged,Divorced,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,True,20,10
Female,Old,Widowed,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,False,0,0
Male,Middle-Aged,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,True,25,25
Female,Middle-Aged,Married,Degree,Scottish,White,"20,800 to 28,600",Scotland,False,0,0
Female,Young,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,True,10,10
Male,Old,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Young,Single,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,True,15,15
Male,Middle-Aged,Separated,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,False,0,0
Male,Young,Single,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,True,15,15
Male,Young,Single,Higher/Sub Degree,British,White,"28,600 to 36,400",Scotland,False,0,0
Female,Middle-Aged,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Female,Middle-Aged,Married,Degree,British,White,"10,400 to 15,600",Scotland,False,0,0
Male,Middle-Aged,Separated,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,False,0,0
Male,Old,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,True,20,12
Female,Old,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Female,Old,Single,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Male,Old,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Female,Middle-Aged,Single,Degree,British,White,"20,800 to 28,600",Scotland,False,0,0
Male,Young,Single,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,False,0,0
Female,Young,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,True,15,15
Male,Young,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,True,20,15
Female,Young,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Old,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Male,Middle-Aged,Married,Degree,Scottish,White,"Above 36,400",Scotland,False,0,0
Male,Old,Married,Degree,British,White,"Above 36,400",Scotland,False,0,0
Male,Middle-Aged,Married,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,False,0,0
Male,Old,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,True,2,10
Male,Middle-Aged,Married,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Female,Old,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,False,0,0
Female,Old,Divorced,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Young,Married,Degree,British,White,"10,400 to 15,600",Scotland,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,True,12,8
Female,Old,Widowed,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,False,0,0
Female,Young,Divorced,Degree,British,White,"15,600 to 20,800",Scotland,False,0,0
Male,Young,Single,Degree,British,White,"Above 36,400",Scotland,False,0,0
Male,Middle-Aged,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,False,0,0
Female,Middle-Aged,Married,Degree,British,White,"2,600 to 5,200",Scotland,False,0,0
Male,Middle-Aged,Married,ONC/BTEC,Scottish,White,"Above 36,400",Scotland,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,True,30,30
Male,Old,Widowed,Higher/Sub Degree,British,White,"5,200 to 10,400",Scotland,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,False,0,0
Male,Old,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Male,Middle-Aged,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,False,0,0
Male,Young,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,True,10,10
Male,Old,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Female,Young,Separated,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Old,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Male,Middle-Aged,Married,A Levels,Scottish,White,"20,800 to 28,600",Scotland,True,24,24
Female,Old,Divorced,No Qualification,British,White,"5,200 to 10,400",Scotland,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,False,0,0
Male,Middle-Aged,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,True,20,20
Female,Young,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,True,15,15
Male,Middle-Aged,Married,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,True,30,15
Male,Young,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,True,15,6
Male,Middle-Aged,Single,No Qualification,British,White,"5,200 to 10,400",Scotland,False,0,0
Female,Middle-Aged,Divorced,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Male,Middle-Aged,Married,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,True,45,45
Male,Middle-Aged,Widowed,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,True,20,20
Female,Old,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,False,0,0
Female,Middle-Aged,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Female,Old,Married,GCSE/O Level,British,White,"20,800 to 28,600",Scotland,False,0,0
Female,Middle-Aged,Separated,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,True,15,10
Male,Middle-Aged,Divorced,No Qualification,Scottish,White,"Under 2,600",Scotland,False,0,0
Male,Old,Married,Degree,Irish,White,"28,600 to 36,400",Scotland,True,1,0
Female,Old,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Male,Old,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,True,20,15
Male,Middle-Aged,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Male,Old,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Young,Single,Degree,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Female,Old,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,True,20,12
Male,Young,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,True,10,2
Male,Middle-Aged,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,True,15,10
Male,Young,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Male,Old,Married,No Qualification,British,White,"15,600 to 20,800",Scotland,False,0,0
Female,Young,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Old,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Middle-Aged,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,False,0,0
Male,Middle-Aged,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Male,Old,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Male,Middle-Aged,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,True,20,20
Female,Young,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,True,10,6
Male,Middle-Aged,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,False,0,0
Female,Middle-Aged,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,True,20,20
Male,Young,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Male,Old,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,True,40,40
Male,Middle-Aged,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,False,0,0
Female,Young,Married,Degree,British,White,"28,600 to 36,400",Scotland,False,0,0
Male,Young,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Old,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Old,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,False,0,0
Male,Middle-Aged,Married,GCSE/CSE,Scottish,White,"15,600 to 20,800",Scotland,True,25,20
Male,Old,Married,A Levels,Scottish,White,"5,200 to 10,400",Scotland,True,20,20
Male,Middle-Aged,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,False,0,0
Female,Old,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Young,Single,GCSE/CSE,Scottish,White,"5,200 to 10,400",Scotland,True,20,15
Female,Old,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,True,15,20
Male,Middle-Aged,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,True,15,10
Male,Middle-Aged,Single,GCSE/CSE,Irish,White,"15,600 to 20,800",Scotland,True,25,20
Male,Old,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Male,Old,Married,A Levels,Scottish,White,"28,600 to 36,400",Scotland,False,0,0
Female,Old,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Male,Young,Married,Higher/Sub Degree,Scottish,White,"Above 36,400",Scotland,False,0,0
Female,Young,Divorced,Degree,Scottish,White,"15,600 to 20,800",Scotland,False,0,0
Female,Young,Married,Degree,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Female,Young,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,True,60,30
Male,Old,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,False,0,0
Male,Young,Separated,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,True,5,0
Male,Young,Single,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,True,35,18
Male,Young,Single,Degree,Scottish,White,"15,600 to 20,800",Scotland,False,0,0
Male,Old,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Male,Young,Married,A Levels,Scottish,White,"15,600 to 20,800",Scotland,False,0,0
Female,Old,Divorced,GCSE/CSE,Scottish,White,"2,600 to 5,200",Scotland,True,18,18
Male,Young,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",Scotland,False,0,0
Male,Middle-Aged,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Female,Middle-Aged,Single,No Qualification,British,White,"10,400 to 15,600",Scotland,True,25,20
Male,Young,Single,GCSE/O Level,Scottish,White,"2,600 to 5,200",Scotland,True,20,15
Male,Old,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",Scotland,True,20,10
Female,Young,Single,GCSE/O Level,English,White,"5,200 to 10,400",Scotland,False,0,0
Female,Old,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Female,Young,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,True,20,10
Female,Old,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Male,Young,Married,A Levels,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Female,Old,Widowed,No Qualification,Scottish,White,"Under 2,600",Scotland,False,0,0
Male,Old,Divorced,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Male,Old,Married,Higher/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,False,0,0
Male,Young,Single,No Qualification,Scottish,White,"Under 2,600",Scotland,True,15,15
Male,Middle-Aged,Single,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,False,0,0
Male,Young,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,True,3,12
Female,Young,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
Male,Young,Single,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,False,0,0
Female,Middle-Aged,Divorced,Other/Sub Degree,English,White,"2,600 to 5,200",Scotland,True,20,20
Male,Middle-Aged,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,False,0,0
